file_name,text,ox,prompt
5_1.wav,안녕,X,
5_2.wav,안녕,X,
5_3.wav,안녕,X,
5_4.wav,안녕,X,
5_5.wav,노크소리,O,knocking sound
5_6.wav,안녕,X,
5_7.wav,안녕,X,
5_8.wav,안녕,X,
5_9.wav,안녕,X,
